GO	description	category	ERR2014354	ERR2014355	ERR2014356	ERR2014357	ERR2014358	ERR2014359	ERR2014360	ERR2014361	ERR2014362	ERR2014363	ERR2014364	ERR2014365	ERR2014366	ERR2014367	ERR2014368	ERR2014369	ERR2014370	ERR2014371	ERR2014372	ERR2014373	ERR2014374	ERR2014375	ERR2014376	ERR2014377	ERR2014378	ERR2014379	ERR2014380	ERR2014381	ERR2014382	ERR2014383	ERR2014384	ERR2014385	ERR2014386	ERR2014387	ERR2014388	ERR2014389	ERR2014390	ERR2014391	ERR2014392	ERR2014393
GO:0007067	mitotic nuclear division	biological process	2	8	1	2	0	0	1	1	1	0	0	0	6	3	3	5	0	0	0	3	4	1	0	6	1	5	4	8	3	0	9	3	1	5	0	7	0	0	0	0
GO:0007076	mitotic chromosome condensation	biological process	0	2	3	0	0	0	0	0	1	0	0	0	1	1	0	5	0	0	2	0	0	0	0	2	0	1	0	0	0	0	1	3	1	1	0	1	0	1	0	1
GO:0007093	mitotic cell cycle checkpoint	biological process	7	6	4	6	2	1	1	0	8	0	0	0	5	2	7	1	0	0	1	3	1	2	0	7	1	2	1	2	4	2	1	2	1	6	0	4	0	0	0	0
GO:0007094	mitotic spindle assembly checkpoint	biological process	1	0	1	1	5	0	2	0	0	0	1	0	6	1	7	9	0	2	2	3	0	0	0	0	0	3	0	7	1	1	5	5	2	2	0	4	0	3	0	0
GO:0007096	regulation of exit from mitosis	biological process	1	3	2	0	6	1	6	1	4	0	0	0	5	2	4	6	0	0	0	3	0	0	0	5	0	3	4	2	2	1	3	3	0	5	0	3	0	1	1	0
GO:0007099	centriole replication	biological process	7	14	13	9	3	3	5	1	13	0	2	1	24	4	12	4	0	1	5	11	1	5	0	13	2	5	13	9	4	2	10	11	5	11	0	4	0	0	1	1
GO:0007128	meiotic prophase I	biological process	1	1	2	2	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0007130	synaptonemal complex assembly	biological process	6	9	4	6	2	1	1	2	1	0	3	0	4	0	5	2	0	0	2	5	2	3	0	8	0	2	4	2	7	2	1	5	2	2	0	10	1	0	0	0
GO:0007131	reciprocal meiotic recombination	biological process	1	1	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	2	0	0	0	3	1	0	0	0
GO:0007154	cell communication	biological process	9	31	41	31	15	9	2	7	14	2	3	8	36	16	58	95	6	3	3	28	3	2	3	27	8	52	51	45	112	1	21	13	12	21	1	36	3	4	3	4
GO:0007155	cell adhesion	biological process	687	466	1177	988	1179	212	301	1009	586	904	428	439	969	3082	2367	3005	403	585	962	795	316	661	4944	387	1613	1001	444	862	841	810	2001	1213	1529	1206	570	565	950	3073	222	420
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	biological process	262	662	549	548	217	116	129	103	446	29	40	56	1118	79	579	795	26	73	97	440	99	178	25	706	94	323	282	461	805	179	431	392	317	484	14	733	26	43	61	87
GO:0007160	cell-matrix adhesion	biological process	1	1	1	4	2	3	4	0	0	0	1	2	8	1	50	29	1	0	1	5	0	0	0	0	2	26	7	14	14	1	20	2	1	46	0	7	0	0	0	1
GO:0007165	signal transduction	biological process	2658	1384	5174	2326	2768	4592	5283	5056	1318	4321	6793	9765	1514	2535	12153	11747	4079	11177	3292	5321	2754	2711	2105	1748	3091	11649	4508	5852	8867	3674	11813	2733	6047	7940	13495	2430	1732	2257	4237	2524
GO:0007166	cell surface receptor signaling pathway	biological process	35	43	90	61	47	10	13	5	12	0	6	3	40	28	59	83	4	3	5	26	4	6	2	23	2	8	8	16	20	4	18	14	28	24	2	37	0	4	0	4
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	biological process	6	17	16	11	1	3	14	2	18	1	1	1	20	5	121	58	2	5	3	48	4	2	4	20	21	85	49	55	62	4	125	15	42	64	0	31	0	1	0	2
GO:0007172	signal complex assembly	biological process	9	8	13	18	16	5	13	2	4	1	0	1	10	15	202	103	3	5	2	50	1	1	4	6	32	189	29	107	114	0	93	22	58	210	0	38	4	7	2	1
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	biological process	0	0	1	2	0	0	4	0	0	0	0	0	1	0	5	1	0	0	0	3	0	1	0	2	0	3	4	4	3	0	12	2	2	0	0	0	0	0	0	0
GO:0007179	transforming growth factor beta receptor signaling pathway	biological process	18	22	25	22	12	3	8	4	7	0	1	1	20	10	52	44	2	3	5	25	0	5	0	15	3	43	14	25	22	0	34	15	12	37	1	13	0	4	1	2
GO:0007186	G-protein coupled receptor signaling pathway	biological process	650	940	1703	1181	821	227	190	119	501	38	62	88	1240	382	1210	2040	46	75	178	842	122	237	35	739	116	629	320	624	755	129	675	402	437	848	24	866	39	81	47	66
GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	biological process	9	1	22	3	8	2	1	1	1	0	0	2	1	10	27	28	0	3	4	15	0	0	0	1	2	28	11	5	18	1	14	0	7	22	0	1	0	2	0	0
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	biological process	1	1	1	0	0	1	0	0	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
GO:0007194	negative regulation of adenylate cyclase activity	biological process	0	0	3	1	2	0	0	0	1	0	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway	biological process	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	biological process	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	5	0	0	0	1	0	0	1	1	0	0	0	1	3	1	0	1	0	1	0	0
GO:0007204	positive regulation of cytosolic calcium ion concentration	biological process	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway	biological process	8	7	14	7	7	1	4	1	5	0	2	1	17	5	10	28	0	2	3	5	0	2	0	8	3	12	4	6	12	0	8	4	7	14	0	14	0	2	1	2
GO:0007212	dopamine receptor signaling pathway	biological process	0	3	2	1	1	0	0	0	2	0	0	1	4	0	4	5	0	0	2	0	0	0	0	1	1	3	0	2	2	0	6	4	1	7	0	1	0	0	0	0
GO:0007213	G-protein coupled acetylcholine receptor signaling pathway	biological process	2	1	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	2	0	0	0	0	1	12	1	6	2	0	10	0	4	2	0	6	0	0	1	1
GO:0007214	gamma-aminobutyric acid signaling pathway	biological process	1	2	4	3	0	0	0	1	1	0	0	0	7	0	1	0	0	0	2	2	0	1	0	4	0	0	0	0	1	0	1	4	0	1	0	3	0	0	0	0
GO:0007217	tachykinin receptor signaling pathway	biological process	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
GO:0007218	neuropeptide signaling pathway	biological process	2	5	11	10	5	3	2	2	6	1	3	2	22	1	15	16	0	0	1	4	2	3	0	5	0	1	2	6	8	4	5	5	1	11	1	12	0	0	1	0
GO:0007219	Notch signaling pathway	biological process	2	4	12	4	4	0	2	0	4	0	0	0	4	4	8	3	0	0	1	0	0	1	0	0	0	3	1	4	3	2	5	3	1	1	0	3	0	0	0	0
GO:0007224	smoothened signaling pathway	biological process	4	12	16	14	5	3	2	1	10	0	3	0	11	6	40	8	0	0	5	16	1	4	2	12	3	32	8	32	8	0	16	3	4	23	0	4	0	1	2	0
GO:0007259	JAK-STAT cascade	biological process	0	3	0	3	1	0	0	0	2	0	0	0	7	0	1	0	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0
GO:0007264	small GTPase mediated signal transduction	biological process	878	754	2669	970	1118	507	1187	121	456	43	130	137	683	1023	6126	4604	118	274	187	2865	104	198	86	497	389	7419	2001	3242	4154	59	5188	804	2485	3494	69	1154	65	200	151	230
GO:0007267	cell-cell signaling	biological process	2	5	5	5	2	0	0	0	0	0	0	2	5	0	3	1	0	0	0	2	1	0	1	5	0	1	1	0	3	0	1	1	1	2	0	7	0	0	0	2
GO:0007268	chemical synaptic transmission	biological process	2	9	4	2	1	0	0	3	2	0	0	0	14	1	3	1	0	0	1	1	4	0	0	5	0	1	1	5	2	1	5	9	0	2	0	6	1	0	1	0
GO:0007269	neurotransmitter secretion	biological process	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0007275	multicellular organism development	biological process	25	82	93	76	46	21	74	9	48	4	6	3	79	27	411	137	4	8	11	230	6	12	6	50	19	354	84	173	217	10	227	60	130	174	4	95	2	5	16	10
GO:0007276	gamete generation	biological process	5	15	10	16	4	2	1	0	7	0	0	0	19	1	23	7	1	0	2	12	1	0	0	12	1	12	3	10	7	1	11	10	6	3	0	13	0	0	1	0
GO:0007283	spermatogenesis	biological process	22	35	28	32	9	12	8	4	16	0	2	4	39	2	30	20	2	2	3	16	6	13	2	27	2	19	10	16	27	4	20	16	15	12	1	35	2	2	2	0
GO:0007338	single fertilization	biological process	1	0	0	0	0	0	0	3	0	0	0	4	1	0	1	0	1	0	0	0	1	0	0	3	0	0	2	2	0	0	0	1	0	0	0	2	0	0	1	0
GO:0007339	binding of sperm to zona pellucida	biological process	3	0	2	3	1	0	0	0	2	0	0	0	4	0	0	0	0	1	1	3	0	0	0	3	0	0	2	3	0	0	0	1	0	1	0	2	0	0	0	0
GO:0007340	acrosome reaction	biological process	4	15	6	20	4	1	2	2	6	0	0	1	20	1	4	5	0	1	4	8	3	3	1	8	0	0	1	5	6	0	2	3	6	4	1	11	0	0	0	1
GO:0007342	fusion of sperm to egg plasma membrane	biological process	5	17	6	22	4	1	2	2	6	0	0	1	22	1	5	5	0	2	5	8	3	4	1	8	0	1	1	5	6	0	2	6	6	4	1	14	0	0	0	2
GO:0007411	axon guidance	biological process	0	3	0	2	1	0	0	1	1	0	1	0	4	0	3	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0
GO:0007507	heart development	biological process	0	3	1	3	0	0	0	0	0	0	0	1	3	0	2	0	0	2	0	2	1	0	0	5	0	0	0	0	2	0	0	0	0	2	1	1	0	0	0	0
GO:0007517	muscle organ development	biological process	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0007585	respiratory gaseous exchange	biological process	0	1	0	0	5	3	0	13	0	9	2	0	0	0	0	0	1	6	0	0	5	2	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	12	0
GO:0007586	digestion	biological process	0	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
GO:0007596	blood coagulation	biological process	5	19	26	19	10	21	44	4	12	2	4	1	35	13	365	161	1	9	2	59	2	5	2	16	19	92	29	49	107	2	79	24	35	69	2	24	2	3	1	10
GO:0007601	visual perception	biological process	1	4	4	4	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	4	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0	1	1	0	0	0
GO:0007602	phototransduction	biological process	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
GO:0007605	sensory perception of sound	biological process	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007606	sensory perception of chemical stimulus	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0007608	sensory perception of smell	biological process	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007620	copulation	biological process	121	102	631	213	35	122	47	7	133	17	28	18	101	1000	1636	1087	16	44	43	915	15	15	43	62	144	3199	1030	966	1704	7	2016	456	1316	1185	5	194	5	26	8	54
GO:0007623	circadian rhythm	biological process	112	42	155	49	158	20	22	9	6	0	0	7	19	79	24	220	2	5	14	58	2	5	2	15	4	16	3	15	13	1	15	3	16	25	0	15	1	11	1	5
GO:0007626	locomotory behavior	biological process	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1
GO:0007631	feeding behavior	biological process	0	5	2	3	1	0	1	0	2	0	1	0	2	0	2	0	0	0	1	0	0	0	0	3	0	0	0	4	1	0	0	2	3	0	0	6	0	0	0	1
GO:0008009	chemokine activity	molecular function	2075	741	4514	1929	2532	1969	397	24	10	44	90	98	53	1551	393	4487	76	68	176	822	79	192	14	11	15	138	28	130	356	37	267	10	147	848	52	202	50	624	16	110
GO:0008013	beta-catenin binding	molecular function	17	18	41	19	15	9	13	3	15	0	0	5	28	8	101	54	3	5	3	67	0	8	0	20	7	135	24	57	66	1	99	38	82	71	0	32	2	2	6	4
GO:0008016	regulation of heart contraction	biological process	1	0	0	3	0	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	1	0	0	1	0	1	0	0	0	0
GO:0008017	microtubule binding	molecular function	115	196	271	212	145	64	125	28	152	3	24	18	301	106	754	496	23	49	56	396	40	44	17	161	69	661	242	419	512	24	651	170	370	464	12	225	9	26	35	23
GO:0008021	synaptic vesicle	cellular component	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0
GO:0008023	transcription elongation factor complex	cellular component	22	10	50	17	26	11	15	5	7	1	3	3	18	24	62	100	1	7	6	26	5	5	2	14	8	50	24	25	47	0	45	12	29	42	0	22	1	5	5	4
GO:0008026	ATP-dependent helicase activity	molecular function	111	81	448	256	65	55	85	312	168	77	110	46	79	145	206	508	76	94	93	101	61	98	214	101	107	449	620	420	287	150	823	380	714	209	69	108	62	63	41	86
GO:0008033	tRNA processing	biological process	11357	2822	15791	7304	9295	14216	12080	18034	5781	6643	9554	9773	3777	14497	6470	19250	6346	9984	7737	3413	8316	8421	9731	2670	8908	9684	9910	7743	6322	8095	23902	10713	17276	5367	15943	2086	17465	11003	7218	7568
GO:0008047	enzyme activator activity	molecular function	37	15	91	31	43	17	6	48	3	29	32	32	9	45	10	93	5	6	5	20	19	5	52	6	98	12	3	3	4	25	7	2	5	17	32	11	21	32	13	40
GO:0008053	mitochondrial fusion	biological process	5	9	10	11	5	2	1	2	7	0	3	1	19	5	15	14	0	2	5	5	3	2	0	11	3	7	9	7	9	2	11	5	7	7	0	22	2	2	1	0
GO:0008061	chitin binding	molecular function	2	3	2	2	0	0	0	0	1	0	0	0	7	2	1	2	0	0	0	0	0	2	0	8	1	3	0	3	1	0	1	0	0	1	0	3	0	0	0	0
GO:0008063	Toll signaling pathway	biological process	154	162	518	156	252	73	173	15	73	10	28	35	140	105	2739	1126	16	29	32	1149	13	39	10	107	162	2150	767	960	1263	7	1544	202	738	1210	5	276	5	30	16	24
GO:0008073	ornithine decarboxylase inhibitor activity	molecular function	12	4	14	6	10	2	13	4	2	0	0	0	3	6	43	33	2	1	2	19	1	1	1	4	5	36	12	16	17	0	29	8	18	10	0	10	0	2	1	2
GO:0008076	voltage-gated potassium channel complex	cellular component	10	29	19	29	7	4	2	3	22	1	0	0	45	2	22	39	0	1	3	17	4	9	1	24	3	14	8	20	16	5	5	12	10	16	1	26	0	0	2	1
GO:0008080	N-acetyltransferase activity	molecular function	1107	244	1292	674	1731	1570	1238	1368	303	989	1036	863	253	1248	1488	2780	652	1078	1532	954	2117	2284	812	695	1656	4581	3999	2836	2806	1426	1128	426	781	779	1233	595	1266	1055	706	1572
GO:0008081	phosphoric diester hydrolase activity	molecular function	800	116	235	164	796	118	165	232	811	200	269	736	229	930	705	564	129	500	95	366	302	154	192	589	128	1239	994	787	985	312	565	303	430	304	584	303	102	194	128	177
GO:0008083	growth factor activity	molecular function	52	91	125	108	71	33	26	22	57	2	8	2	127	33	188	238	2	11	22	78	10	36	5	86	15	99	48	98	100	23	81	48	39	128	3	107	11	17	5	13
GO:0008092	cytoskeletal protein binding	molecular function	16	35	88	43	31	37	148	7	32	1	3	7	55	44	616	602	15	41	13	169	1	7	3	38	43	654	191	298	618	4	611	55	249	588	4	59	5	18	11	23
GO:0008094	DNA-dependent ATPase activity	molecular function	320	23	189	183	341	534	370	504	115	440	377	593	41	674	180	694	462	460	506	102	504	401	465	104	551	698	558	444	551	563	551	306	584	148	563	77	395	655	435	495
GO:0008097	5S rRNA binding	molecular function	1600	52	68	51	2711	2554	2032	805	79	1776	2093	2109	54	4593	83	140	2566	4603	1716	68	1078	976	1864	52	2921	68	87	46	74	2266	48	33	27	47	4761	71	1316	1244	1092	1950
GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity	molecular function	2	10	5	0	4	0	5	2	5	2	0	1	12	40	66	40	1	0	33	25	2	0	2	2	2	55	12	15	42	3	23	2	17	38	0	14	1	0	1	0
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	molecular function	136	0	1	9	79	227	122	204	25	67	77	57	6	58	9	22	39	101	287	12	103	70	177	73	349	39	79	54	42	681	0	2	2	1	33	30	59	276	98	236
GO:0008113	peptide-methionine (S)-S-oxide reductase activity	molecular function	848	5	10	24	616	242	50	1600	58	437	723	1874	13	1561	65	177	246	563	550	62	120	178	246	256	468	682	1303	504	868	559	5	1	9	5	1797	134	320	348	156	1253
GO:0008121	ubiquinol-cytochrome-c reductase activity	molecular function	9	7	16	11	10	7	0	3	7	0	3	2	15	12	28	67	0	2	4	12	1	2	0	6	1	46	14	16	16	0	37	6	25	10	3	14	0	3	1	0
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	molecular function	2	1	2	1	0	0	0	1	1	1	0	0	5	2	1	1	0	0	0	3	1	0	0	2	0	4	1	0	0	0	3	1	3	0	0	3	0	1	0	0
GO:0008131	primary amine oxidase activity	molecular function	6	24	8	13	5	4	5	4	6	1	2	1	28	2	49	23	1	1	1	10	1	2	0	7	1	2	4	11	15	1	5	6	6	9	0	17	2	2	4	0
GO:0008134	transcription factor binding	molecular function	864	35	133	92	1147	106	122	481	174	221	188	1096	245	1630	93	159	283	634	319	117	168	159	480	36	196	48	63	76	44	585	415	421	499	99	609	49	140	153	133	155
GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular function	955	241	365	334	1153	170	126	686	467	511	868	1472	948	2259	875	2050	291	459	278	462	277	220	590	307	389	548	270	464	747	530	617	398	656	869	759	432	159	204	231	470
GO:0008138	protein tyrosine/serine/threonine phosphatase activity	molecular function	182	120	401	148	181	57	146	28	58	3	11	23	84	138	817	613	22	27	36	397	20	18	22	38	57	688	310	409	496	4	704	134	367	641	6	159	12	22	32	26
GO:0008140	cAMP response element binding protein binding	molecular function	3	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
GO:0008146	sulfotransferase activity	molecular function	70	107	140	87	52	31	99	18	116	3	11	16	105	59	765	392	17	16	29	507	14	19	22	100	80	933	376	561	756	8	487	204	371	548	3	152	13	22	17	16
GO:0008152	metabolic process	biological process	114360	4200	23990	16211	120181	61256	40243	157468	11687	93959	86354	120374	7004	124279	22871	50687	76721	110339	90089	8464	75941	81553	88682	10606	81102	41913	35432	29062	24276	69399	41058	19807	33795	11886	154224	10223	55164	55141	86893	78509
GO:0008168	methyltransferase activity	molecular function	10890	645	3777	3349	10002	10789	6191	14129	2968	8737	9670	11343	1960	14776	5183	9391	6077	11973	11121	3164	8652	8751	11445	2673	9975	13864	15668	9724	9413	10005	7451	6250	9646	2203	14134	1970	5116	5941	7764	11469
GO:0008170	N-methyltransferase activity	molecular function	1382	85	176	332	2441	623	393	1142	488	1221	1082	1845	1437	1680	695	1212	1055	1847	2025	403	2375	2900	1742	475	1409	624	626	577	653	3025	990	1101	1440	297	2656	386	1339	1250	2490	3534
GO:0008171	O-methyltransferase activity	molecular function	143	3	6	3	166	143	47	212	4	210	126	245	7	369	5	3	39	120	82	2	66	61	125	10	174	6	10	3	2	139	5	2	2	5	247	2	32	40	30	126
GO:0008173	RNA methyltransferase activity	molecular function	1703	212	1274	1122	1398	2408	1807	2823	925	2123	2645	3121	499	2299	1020	2580	1899	3168	1390	463	1445	1272	1904	467	1947	736	834	771	513	1828	2371	1216	2143	534	4227	371	2531	2547	1782	1781
GO:0008174	mRNA methyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008176	tRNA (guanine-N7-)-methyltransferase activity	molecular function	417	68	235	224	334	967	817	473	230	398	399	811	169	501	265	446	387	799	1338	214	344	402	317	359	891	443	545	374	356	1686	498	427	479	129	518	95	430	817	236	423
GO:0008184	glycogen phosphorylase activity	molecular function	10331	86	231	109	12931	20437	16185	15808	338	11183	8355	5852	84	7291	511	742	15113	10195	17601	245	19847	19806	18631	32	12775	543	161	218	185	16203	207	18	117	138	12301	71	19455	15542	19864	16347
GO:0008188	neuropeptide receptor activity	molecular function	0	2	0	1	0	1	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008190	eukaryotic initiation factor 4E binding	molecular function	9	10	30	14	2	3	14	1	10	0	2	2	23	3	151	51	0	2	3	67	0	1	2	6	13	178	35	100	87	0	148	18	118	107	0	30	1	2	3	3
GO:0008191	metalloendopeptidase inhibitor activity	molecular function	60	83	212	106	86	57	194	9	58	0	2	5	92	60	1433	428	16	30	18	588	17	17	8	34	87	1471	319	594	976	3	1068	145	565	801	8	238	6	12	20	23
GO:0008193	tRNA guanylyltransferase activity	molecular function	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
GO:0008198	ferrous iron binding	molecular function	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GO:0008199	ferric iron binding	molecular function	11267	2726	22036	7008	14282	3950	6144	9661	1772	8724	7463	18989	1170	13548	17341	28500	4214	10086	8751	12535	4132	4592	13574	595	3875	16368	10175	10395	6777	4221	65566	34608	67956	15113	23279	5792	4196	4768	2868	5016
GO:0008200	ion channel inhibitor activity	molecular function	0	0	2	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0
GO:0008201	heparin binding	molecular function	36	20	111	29	47	27	16	3	5	0	6	7	8	52	97	130	2	13	2	42	3	10	1	8	5	54	17	31	65	0	64	9	25	87	0	25	1	7	4	7
GO:0008203	cholesterol metabolic process	biological process	1	2	2	1	0	1	4	0	0	0	0	0	5	0	17	18	0	0	0	9	0	0	1	2	2	15	12	17	34	0	12	3	5	22	0	3	0	1	0	1
GO:0008217	regulation of blood pressure	biological process	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	3	0	1	0	3	0	0	2	0	0	0	0
GO:0008218	bioluminescence	biological process	4	0	2	1	3	18	4	1	2	9	2	4	1	8	0	0	0	2	109	0	6	36	12	2	3	0	0	1	0	2	0	0	0	0	2	2	3	2	1	6
GO:0008219	cell death	biological process	3	11	10	4	1	0	0	8	8	0	2	1	18	1	3	10	1	0	2	11	4	7	0	13	0	7	5	5	8	3	12	6	3	12	2	12	0	0	0	2
GO:0008233	peptidase activity	molecular function	2726	44	119	85	2306	623	350	5170	147	2228	2585	5078	76	3904	582	826	1346	2735	1600	144	1411	1274	3426	492	1325	366	401	290	410	1934	741	286	587	348	5593	99	1327	761	875	1378
GO:0008234	cysteine-type peptidase activity	molecular function	760	182	766	243	1651	124	162	438	42	470	401	724	89	2512	990	1026	149	369	433	469	118	119	1088	67	181	678	193	327	404	622	621	100	256	587	1079	227	47	134	109	158
GO:0008235	metalloexopeptidase activity	molecular function	1312	3	20	11	882	236	77	1458	10	502	786	240	0	905	22	64	322	536	232	5	136	199	439	3	257	5	36	11	2	278	5	4	11	3	817	5	305	217	172	358
GO:0008236	serine-type peptidase activity	molecular function	2179	131	839	566	2525	947	748	4059	417	1898	1983	4420	292	3795	386	1680	1543	2638	1086	212	1133	926	1750	331	1086	269	453	304	298	4569	1150	646	1067	303	4445	163	1139	932	1248	1297
GO:0008237	metallopeptidase activity	molecular function	4286	453	1681	1503	4510	4048	3191	7590	1015	2199	2100	2759	1011	6344	2900	4332	2883	3108	3029	1396	2392	2141	3235	2261	4252	6105	5163	3749	4337	4099	3224	1826	3381	1223	4395	1218	3476	4290	2081	3704
GO:0008239	dipeptidyl-peptidase activity	molecular function	448	9	84	74	853	61	57	568	99	152	80	705	112	956	102	206	74	186	130	119	87	79	300	269	147	445	609	334	374	702	130	122	147	42	392	100	78	93	36	55
GO:0008241	peptidyl-dipeptidase activity	molecular function	6	13	15	18	5	1	4	2	13	0	3	0	22	3	67	34	0	1	4	27	4	2	1	18	11	106	43	38	34	4	34	13	29	44	0	30	2	1	4	1
GO:0008242	omega peptidase activity	molecular function	6	7	21	21	8	3	7	0	6	0	0	1	6	10	13	29	0	0	1	11	2	3	0	9	2	18	3	14	13	1	22	5	15	10	1	9	2	1	0	1
GO:0008250	oligosaccharyltransferase complex	cellular component	4	7	14	9	11	1	8	1	4	0	2	0	13	14	41	43	1	3	1	9	0	3	0	2	5	43	27	17	64	1	42	12	15	31	0	18	0	0	3	0
GO:0008251	tRNA-specific adenosine deaminase activity	molecular function	129	13	104	58	118	165	184	99	111	101	101	280	126	104	45	174	66	177	194	71	99	109	156	163	114	359	320	194	204	213	230	154	246	48	214	95	151	107	127	113
GO:0008253	5'-nucleotidase activity	molecular function	10	18	59	17	48	7	22	9	102	0	9	9	75	65	1381	673	6	9	5	605	6	16	19	73	77	1672	455	886	903	5	941	291	684	570	2	142	2	7	2	2
GO:0008270	zinc ion binding	molecular function	26116	7531	42488	33329	26729	22783	20060	72935	10763	24845	36489	28732	5101	38923	30058	99144	26146	31382	40949	9897	20316	30953	74442	5821	35705	51701	42677	30983	37218	24330	55351	22740	39825	11632	33045	8778	20598	18619	19531	37468
GO:0008271	secondary active sulfate transmembrane transporter activity	molecular function	1	0	0	1	0	0	0	0	2	0	0	2	2	0	1	3	0	0	0	0	1	0	0	1	0	0	1	0	2	0	1	0	0	0	0	2	0	0	0	1
GO:0008272	sulfate transport	biological process	10	14	9	16	3	4	1	14	10	2	2	19	34	6	38	166	3	4	0	10	3	3	3	9	6	14	11	16	70	51	44	21	47	69	3	34	0	1	2	3
